Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
BeliefY,ExpTrialStim/Square_Square_NB_4.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB1,SP: SG,0,191,191,123,NA,NA,NA,NA,NA,1421.5971564999927,0.00221049999527167,1422.3304879999923,1422.4304483999877,0.8296138000005158,1424.3637975999882,1424.76374699999,1424.8659619999962,1424.8659619999962,b,1,2.3626064999989467,1427.2469436999963,1427.2469436999963,1427.2469436999963,1427.2469436999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,192,192,65,NA,NA,NA,NA,NA,1427.2469436999963,0.00250890001188963,1427.9971500999964,1428.0972100999934,0.8460621000122046,1430.0305788999976,1430.4304529999936,1430.5326580999972,1430.5326580999972,h,1,0.97525059999316,1431.5303183999931,1431.5303183999931,1431.5303183999931,1431.5303183999931,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/B_Square_2.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SC3,SG,0,193,193,93,NA,NA,NA,NA,NA,1431.5303183999931,4.5789999421685e-4,1432.263763099996,1432.3639358999935,0.8313842999923509,1434.297189399993,1434.6972123999876,1434.7993461999868,1434.7993461999868,h,1,1.061109000002034,1435.8803401999903,1435.8803401999903,1435.8803401999903,1435.8803401999903,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/B_Square_4.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SD2,SB,0,194,194,149,NA,NA,NA,NA,NA,1435.8803401999903,0.00221109999984037,1436.613607399995,1436.7138979999872,0.8295250999944983,1438.647148399992,1439.0471797999926,1439.149227899994,1439.149227899994,b,1,2.926725900004385,1442.0969773999968,1442.0969773999968,1442.0969773999968,1442.0969773999968,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Square_4.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SB1: SD2,SG: SP,0,195,195,315,NA,NA,NA,NA,NA,1442.0969773999968,7.2670000372454e-4,1442.8303655999916,1442.9305198999937,0.8311760000069626,1444.863816599987,1445.2636515999911,1445.3657938999968,1445.3657938999968,h,1,2.6711907999997493,1448.0635974999896,1448.0635974999896,1448.0635974999896,1448.0635974999896,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_B_Square_3.png,Adam THINKS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoBelief,SD1: TA2,SG: TR,0,196,196,214,NA,NA,NA,NA,NA,1448.0635974999896,0.00191330000234302,1448.7970376999874,1448.8971910999971,0.8293000999983633,1450.8304776999869,1451.2303784999967,1451.3324943999903,1451.3324943999903,h,1,2.9280074999987846,1454.280351399997,1454.280351399997,1454.280351399997,1454.280351399997,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_NB_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K,1,1,0,1,1,0,0,0,0,0,NB,PropFalse,SA1,SB,0,197,197,57,NA,NA,NA,NA,NA,1454.280351399997,0.00195109999913256,1455.013665599996,1455.113802099993,0.8296282999945106,1457.0471082999866,1457.4470925999922,1457.549207899996,1457.549207899996,h,1,1.3272840999998152,1458.897111399987,1458.897111399987,1458.897111399987,1458.897111399987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/B_Square_3.png,Adam THINKS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoBelief,SD1,SP,0,198,198,202,NA,NA,NA,NA,NA,1458.897111399987,0.00218209999729879,1459.6303256999963,1459.7304576999886,0.8295858000055887,1461.6637467999972,1462.0638425999932,1462.1658619999944,1462.1658619999944,h,1,2.390406599995913,1464.5802088999917,1464.5802088999917,1464.5802088999917,1464.5802088999917,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Square_1.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA1: SC2,SG: SB,0,199,199,312,NA,NA,NA,NA,NA,1464.5802088999917,0.00249060000351164,1465.313659899999,1465.4137667999894,0.8296184000064386,1467.347155299998,1467.7470673999924,1467.8491680000006,1467.8491680000006,h,1,3.115551900002174,1470.9803987999912,1470.9803987999912,1470.9803987999912,1470.9803987999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/B_Square_2.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SC3,SG,0,200,200,39,NA,NA,NA,NA,NA,1470.9803987999912,0.00195009999151807,1471.7136253999925,1471.8137324999989,0.8294807999918703,1473.747065299991,1474.147172099998,1474.249097299995,1474.249097299995,b,1,1.235063899992383,1475.5135975999874,1475.5135975999874,1475.5135975999874,1475.5135975999874,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_B_4.png,"In REALITY, there are TWO cubes",h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SP,0,201,201,37,NA,NA,NA,NA,NA,1475.5135975999874,0.00152869999874383,1476.2469853999935,1476.346967999998,0.8303069999965373,1478.2804083999945,1478.6803545999865,1478.7824269999985,1478.7824269999985,b,1,1.0219959000096424,1479.8302946999902,1479.8302946999902,1479.8302946999902,1479.8302946999902,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_NB_2.png,"In REALITY, there is ONE cube",h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA3,SP,0,202,202,4,NA,NA,NA,NA,NA,1479.8302946999902,0.00231030001305043,1480.5635963999955,1480.6637358000007,0.8296174999995856,1482.5968132999988,1482.9970458999887,1483.0991842999938,1483.0991842999938,b,1,1.0011008000001311,1484.1303181999974,1484.1303181999974,1484.1303181999974,1484.1303181999974,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_B_1.png,Adam THINKS there is ONE cube,b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TA2,TR,0,203,203,180,NA,NA,NA,NA,NA,1484.1303181999974,0.00199920000159181,1484.8636000999977,1484.963712599987,0.8294674000062514,1486.8970163999911,1487.2970086999994,1487.3991221999895,1487.3991221999895,h,1,1.7572358000034,1489.180132900001,1489.180132900001,1489.180132900001,1489.180132900001,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_Triangle_NB_2.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA2: TB3,TO: TR,0,204,204,61,NA,NA,NA,NA,NA,1489.180132900001,0.00196400001004803,1489.9135737999895,1490.0135420000006,0.8295011000009254,1491.9470057,1492.3469651999912,1492.4491538000002,1492.4491538000002,h,1,1.0911557999934305,1493.5635388999945,1493.5635388999945,1493.5635388999945,1493.5635388999945,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_B_8.png,Adam THINKS there is ONE cube,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA2: SB3,SP: SB,0,205,205,195,NA,NA,NA,NA,NA,1493.5635388999945,0.00253650000377092,1494.2968882999994,1494.3970160999888,0.829603500009398,1496.330325899995,1496.730241199999,1496.8323060999974,1496.8323060999974,h,1,2.07605329999933,1498.9302644999989,1498.9302644999989,1498.9302644999989,1498.9302644999989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_B_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA2: SB3,SB: SP,0,206,206,85,NA,NA,NA,NA,NA,1498.9302644999989,0.0022426999930758,1499.6635548999911,1499.7635309999896,0.8296822999982396,1501.6966765999969,1502.0969904999947,1502.1991342999972,1502.1991342999972,h,1,1.0129160000069533,1503.2300974999962,1503.2300974999962,1503.2300974999962,1503.2300974999962,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_NB_1.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,0,NB,PropFalse,SA2: TB1,SG: TR,0,207,207,171,NA,NA,NA,NA,NA,1503.2300974999962,8.5990001389291e-4,1503.9632997000008,1504.0636624999895,0.830845300006331,1505.9970037999883,1506.3978492999886,1506.4991043999908,1506.4991043999908,h,1,0.9288357999903384,1507.4467357999963,1507.4467357999963,1507.4467357999963,1507.4467357999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Triangle_B_4.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SB1: TA3,SP: TY,0,208,208,91,NA,NA,NA,NA,NA,1507.4467357999963,5.7139999989885e-4,1508.1802070999984,1508.2801341999875,0.8311690999980783,1510.213638599991,1510.613649699997,1510.7157862999884,1510.7157862999884,h,1,1.0565005999960704,1511.7969015999988,1511.7969015999988,1511.7969015999988,1511.7969015999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_NB_5.png,"In REALITY, there is ONE cube",b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA3: SB2,SB: SP,0,209,209,70,NA,NA,NA,NA,NA,1511.7969015999988,0.00222019999637268,1512.5301605999994,1512.6302656999906,0.8294441000034567,1514.5635221999985,1514.963519500001,1515.0656917999877,1515.0656917999877,h,1,1.0581103000004075,1516.1467541999882,1516.1467541999882,1516.1467541999882,1516.1467541999882,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Triangle_2.png,Adam THINKS there is ONE cube,h,b,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,-,SD3: TD2,SP: TY,0,210,210,133,NA,NA,NA,NA,NA,1516.1467541999882,9.0980000095441e-4,1516.8801600000006,1516.980265299993,0.8308231000119122,1518.9134896999894,1519.3133712999988,1519.415661899999,1519.415661899999,b,1,2.524605300000985,1521.9633455000003,1521.9633455000003,1521.9633455000003,1521.9633455000003,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD1: TA2,SG: TR,0,211,211,322,NA,NA,NA,NA,NA,1521.9633455000003,0.0025490000116406,1522.6966757999908,1522.7969305000006,0.829513600008795,1524.730077299988,1525.1301907999878,1525.2323340999865,1525.2323340999865,h,1,2.931727899995167,1528.1800433999888,1528.1800433999888,1528.1800433999888,1528.1800433999888,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,212,212,13,NA,NA,NA,NA,NA,1528.1800433999888,7.2899999213404e-4,1528.913433499998,1529.0135810999927,0.8311976999975741,1530.9469194999983,1531.3468999999895,1531.4490356999886,1531.4490356999886,b,1,1.019240900001023,1532.4965945000004,1532.4965945000004,1532.4965945000004,1532.4965945000004,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_6.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SB3: SC1,SP: SG,0,213,213,155,NA,NA,NA,NA,NA,1532.4965945000004,0.00187300000106915,1533.2300962000008,1533.3300519999902,0.8293758000072557,1535.2635277999943,1535.6635561999865,1535.765645899999,1535.765645899999,b,1,4.918154400002095,1540.713424799993,1540.713424799993,1540.713424799993,1540.713424799993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB2,SP: SB,0,214,214,138,NA,NA,NA,NA,NA,1540.713424799993,8.6489999375771e-4,1541.4467525999935,1541.5467184000008,0.8309034999983851,1543.480096599989,1543.8802452999953,1543.9822328999871,1543.9822328999871,b,1,1.4614042999892265,1545.4631874999905,1545.4631874999905,1545.4631874999905,1545.4631874999905,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_NB_3.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,215,215,218,NA,NA,NA,NA,NA,1545.4631874999905,6.2639999669045e-4,1546.1967256999924,1546.2968636000005,0.8314670999970986,1548.2302387999953,1548.630188199997,1548.732303599987,1548.732303599987,b,1,3.655918100004783,1552.4133951999977,1552.4133951999977,1552.4133951999977,1552.4133951999977,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_2.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA2: SC3,SB: SP,0,216,216,97,NA,NA,NA,NA,NA,1552.4133951999977,0.00171640000189654,1553.146690900001,1553.2468293999991,0.8293730000004871,1555.180057599995,1555.5801762999909,1555.6821947999997,1555.6821947999997,h,1,1.033910600002855,1556.7466052999953,1556.7466052999953,1556.7466052999953,1556.7466052999953,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/B_Square_1.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,PropFalse,SC2,SG,0,217,217,92,NA,NA,NA,NA,NA,1556.7466052999953,4.1410000994801e-4,1557.480047399993,1557.5801230999932,0.8313173000060488,1559.5132441999883,1559.9135151999944,1560.015613999989,1560.015613999989,h,1,2.228562000003876,1562.263223499991,1562.263223499991,1562.263223499991,1562.263223499991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_Square_3.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SD1: TA2,SG: TR,0,218,218,52,NA,NA,NA,NA,NA,1562.263223499991,0.00167119999241549,1562.996696599992,1563.096719299996,0.8293640999909258,1565.0300879999995,1565.4300368999975,1565.5321685999952,1565.5321685999952,b,1,1.7199774999899091,1567.280129199993,1567.280129199993,1567.280129199993,1567.280129199993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/B_Square_1.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SC2,SG,0,219,219,38,NA,NA,NA,NA,NA,1567.280129199993,0.00166719999106135,1568.013343499988,1568.1133234000008,0.8296489999920595,1570.046580899987,1570.4467540999904,1570.5487645999965,1570.5487645999965,b,1,1.5429397999978391,1572.1132363999932,1572.1132363999932,1572.1132363999932,1572.1132363999932,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_Square_1.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SC1: TA1,SB: TO,0,220,220,50,NA,NA,NA,NA,NA,1572.1132363999932,3.9449999167118e-4,1572.8466973999894,1572.9467549999972,0.8314374999899883,1574.8800871999993,1575.279974799996,1575.382183099995,1575.382183099995,b,1,1.1578461000026437,1576.5633300999907,1576.5633300999907,1576.5633300999907,1576.5633300999907,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_NB_2.png,Adam KNOWS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA3,TY,0,221,221,271,NA,NA,NA,NA,NA,1576.5633300999907,0.0027193999994779,1577.2966441999888,1577.396757999988,0.829503000000841,1579.3300778999983,1579.7300168999936,1579.832168599998,1579.832168599998,h,1,1.5805069000052754,1581.430040399995,1581.430040399995,1581.430040399995,1581.430040399995,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_NB_2.png,Adam THINKS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA3,TY,0,222,222,109,NA,NA,NA,NA,NA,1581.430040399995,0.00165769999148324,1582.1632462999987,1582.2632132,0.8292730999964988,1584.196544499995,1584.596793299992,1584.6988874999952,1584.6988874999952,b,1,5.105321499999263,1589.8299236999885,1589.8299236999885,1589.8299236999885,1589.8299236999885,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_NB_3.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB1,SG: SP,0,223,223,230,NA,NA,NA,NA,NA,1589.8299236999885,0.00167630000214558,1590.563063099995,1590.663340200001,0.8295261000021128,1592.5967010999884,1592.9967095999891,1593.0986111999955,1593.0986111999955,b,1,2.5535113000078127,1595.6799606999994,1595.6799606999994,1595.6799606999994,1595.6799606999994,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_12.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SB3: TA1,SB: TO,0,224,224,269,NA,NA,NA,NA,NA,1595.6799606999994,0.00170049999724142,1596.4132334999886,1596.5133681999869,0.8295056999922963,1598.4467851999943,1598.846712899991,1598.9488013999944,1598.9488013999944,b,1,1.4949110000015935,1600.4631721999904,1600.4631721999904,1600.4631721999904,1600.4631721999904,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_NB_2.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,0,NB,PropFalse,SB1: TB3,SB: TO,0,225,225,172,NA,NA,NA,NA,NA,1600.4631721999904,7.6530000660568e-4,1601.196597099988,1601.29668639999,0.8307557999942219,1603.2298621999944,1603.6300469999987,1603.732332299987,1603.732332299987,h,1,2.0480640000023413,1605.7965387000004,1605.7965387000004,1605.7965387000004,1605.7965387000004,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_Square_1.png,Adam KNOWS there are ZERO cubes,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,PropFalse,SC1: TA1,SB: TO,0,226,226,320,NA,NA,NA,NA,NA,1605.7965387000004,0.0017124000005424,1606.5298571999883,1606.629989699999,0.8293512999953236,1608.5631181999925,1608.9632361999977,1609.065396499995,1609.065396499995,h,1,5.570372400004999,1614.6631605000002,1614.6631605000002,1614.6631605000002,1614.6631605000002,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_Triangle_NB_1.png,Adam THINKS there are ZERO cubes,h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA1: TB2,TY: TO,0,227,227,114,NA,NA,NA,NA,NA,1614.6631605000002,9.4539999554399e-4,1615.3965332999942,1615.4966609999974,0.8307942999963416,1617.4466877999948,1617.8465395999956,1617.9487391999864,1617.9487391999864,b,1,3.6712571999960346,1621.6465562999947,1621.6465562999947,1621.6465562999947,1621.6465562999947,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_Triangle_1.png,"In REALITY, there are ZERO cubes",h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TA3: TD1,TY: TR,0,228,228,22,NA,NA,NA,NA,NA,1621.6465562999947,0.00178970000706613,1622.3798264999932,1622.4799477999914,0.8295157999964431,1624.4133169999986,1624.8132707999905,1624.9153668999934,1624.9153668999934,b,1,1.7444942000001902,1626.679779699989,1626.679779699989,1626.679779699989,1626.679779699989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_NB_3.png,Adam KNOWS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,229,229,278,NA,NA,NA,NA,NA,1626.679779699989,0.00148250001075211,1627.4131193999929,1627.5132775999955,0.8298897000058787,1629.446614399989,1629.8465799999976,1629.9487178999989,1629.9487178999989,h,1,1.29484180000145,1631.263106399987,1631.263106399987,1631.263106399987,1631.263106399987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_NB_1.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA1: TB2,TY: TO,0,230,230,222,NA,NA,NA,NA,NA,1631.263106399987,6.052999960957e-4,1631.9964363999898,1632.096668699989,0.8311782000091625,1634.029950199998,1634.4298861999996,1634.531970799988,1634.531970799988,b,1,1.328027600000496,1635.879825600001,1635.879825600001,1635.879825600001,1635.879825600001,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_9.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SB: SG,0,231,231,142,NA,NA,NA,NA,NA,1635.879825600001,0.00170430001162458,1636.6131483999925,1636.713261199999,0.8295448000135366,1638.646584099988,1639.0468133999966,1639.148613799989,1639.148613799989,b,1,1.7752636000077473,1640.9465395999869,1640.9465395999869,1640.9465395999869,1640.9465395999869,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_NB_5.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,232,232,124,NA,NA,NA,NA,NA,1640.9465395999869,0.00166670000180602,1641.6797551999916,1641.7798899999907,0.8293349000014132,1643.7130955999892,1644.113221599997,1644.2153739999922,1644.2153739999922,b,1,1.0444787000014912,1645.2798212999917,1645.2798212999917,1645.2798212999917,1645.2798212999917,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_B_8.png,Adam THINKS there are TWO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA2: TB1,SP: TY,0,233,233,199,NA,NA,NA,NA,NA,1645.2798212999917,0.00167919999512378,1646.0130691999948,1646.1131845999917,0.8295641000004252,1648.0465764999972,1648.4465609999895,1648.548613699997,1648.548613699997,h,1,1.127333099997486,1649.6963839999953,1649.6963839999953,1649.6963839999953,1649.6963839999953,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/B_Square_4.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD2,SB,0,234,234,203,NA,NA,NA,NA,NA,1649.6963839999953,0.00170720000460278,1650.4297364999948,1650.529857299989,0.829612100002123,1652.4632086999918,1652.8631395999982,1652.965322499993,1652.965322499993,h,1,1.742010299989488,1654.7296085999988,1654.7296085999988,1654.7296085999988,1654.7296085999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/B_Square_1.png,Adam THINKS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoBelief,SC2,SG,0,235,235,200,NA,NA,NA,NA,NA,1654.7296085999988,3.8889999268576e-4,1655.4630609999876,1655.5631498000002,0.8314233999990392,1657.496300599989,1657.8964740999943,1657.9985386999906,1657.9985386999906,h,1,1.581764699993073,1659.5964550999925,1659.5964550999925,1659.5964550999925,1659.5964550999925,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
