Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
BeliefN,ExpTrialStim/Square_B_Square_8.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SA1: SD2,SP: SG,0,55,55,211,NA,NA,NA,NA,NA,429.00006759999087,5.7209999067708e-4,429.7333475999913,429.8336489999929,0.8310392999992473,431.7668432999926,432.16693939999095,432.26910949999,432.26910949999,h,1,2.690388200004236,434.9835912999988,434.9835912999988,434.9835912999988,434.9835912999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_B_6.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA1: SB3,SB: SG,0,56,56,193,NA,NA,NA,NA,NA,434.9835912999988,0.00179799999750684,435.7168248999951,435.81694889999926,0.8295215999969514,437.75031869999657,438.1501486999914,438.25236349999614,438.25236349999614,h,1,1.186515400011558,439.46675649999816,439.46675649999816,439.46675649999816,439.46675649999816,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_2.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA2: SC3,SB: SP,0,57,57,151,NA,NA,NA,NA,NA,439.46675649999816,4.3339999683666e-4,440.2000616000005,440.3000910999981,0.831058399999165,442.2336360999907,442.63355059998867,442.7355603999895,442.7355603999895,b,1,3.688250099992729,446.45017889999144,446.45017889999144,446.45017889999144,446.45017889999144,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_2.png,"In REALITY, there are ZERO cubes",b,h,TB-Ig,1,1,0,1,1,0,0,0,0,0,B,PropFalse,SB2,SB,0,58,58,75,NA,NA,NA,NA,NA,446.45017889999144,0.00179169999319128,447.1834584999888,447.2835582999978,0.8296008000033908,449.2169149999973,449.6168660999974,449.718995999996,449.718995999996,h,1,1.8644882000080545,451.59995009998966,451.59995009998966,451.59995009998966,451.59995009998966,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Square_7.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SA3: SC2,SG: SP,0,59,59,210,NA,NA,NA,NA,NA,451.59995009998966,4.3339999683666e-4,452.3334620999958,452.4336118999927,0.8312153000006219,454.3669200999866,454.766924999989,454.8689921999903,454.8689921999903,h,1,3.54581209999742,458.4333339000004,458.4333339000004,458.4333339000004,458.4333339000004,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_6.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB3,TO: TY,0,60,60,31,NA,NA,NA,NA,NA,458.4333339000004,4.3109999387525e-4,459.16676480000024,459.26673489999666,0.8310435999883339,461.2002200999996,461.60022149998986,461.7023465999955,461.7023465999955,b,1,1.424700399991707,463.1501011999935,463.1501011999935,463.1501011999935,463.1501011999935,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_NB_1.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA1: SB2,SP: SB,0,61,61,174,NA,NA,NA,NA,NA,463.1501011999935,0.00168980000307783,463.8834545999998,463.9835178999929,0.8297542999935104,465.91676729999017,466.3168211999873,466.4188596999884,466.4188596999884,h,1,2.124475099990377,468.5667965999892,468.5667965999892,468.5667965999892,468.5667965999892,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_Square_3.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,-,SD1: TA2,SG: TR,0,62,62,160,NA,NA,NA,NA,NA,468.5667965999892,0.00182760000461712,469.3000436000002,469.4001931999955,0.8295542999985628,471.3335176999972,471.7334275999892,471.8356453999877,471.8356453999877,b,1,6.731947100008256,478.5834990999865,478.5834990999865,478.5834990999865,478.5834990999865,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_NB_1.png,Adam THINKS there are ZERO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,0,NB,PropFalse,SA1,SB,0,63,63,165,NA,NA,NA,NA,NA,478.5834990999865,0.00196219999634195,479.31667669999297,479.4168117999943,0.8293638000031933,481.3501777999918,481.74985559999186,481.8522578999982,481.8522578999982,h,1,1.8828822999930708,483.74983000000066,483.74983000000066,483.74983000000066,483.74983000000066,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_NB_2.png,"In REALITY, there are ZERO cubes",h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA3,TY,0,64,64,1,NA,NA,NA,NA,NA,483.74983000000066,4.4940000225324e-4,484.4833931999892,484.5834574999899,0.8307904999965103,486.51669809999294,486.916782299988,487.01893009999185,487.01893009999185,b,1,2.003942700001062,489.0499751999887,489.0499751999887,489.0499751999887,489.0499751999887,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_NB_1.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA1: SB2,SP: SB,0,65,65,282,NA,NA,NA,NA,NA,489.0499751999887,8.0480000178795e-4,489.7831468999939,489.88325939999777,0.8307776000001468,491.8165223999968,492.21651539999584,492.318901199993,492.318901199993,h,1,2.3039105999923777,494.6497093999933,494.6497093999933,494.6497093999933,494.6497093999933,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_4.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SP,0,66,66,249,NA,NA,NA,NA,NA,494.6497093999933,4.5099999988451e-4,495.38293859999976,495.4831467999902,0.831025999999838,497.4165088000009,497.81651829999464,497.9188499999873,497.9188499999873,b,1,3.888047400003415,501.8331298999983,501.8331298999983,501.8331298999983,501.8331298999983,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/B_Square_3.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD1,SP,0,67,67,310,NA,NA,NA,NA,NA,501.8331298999983,4.3639999057631e-4,502.5663795,502.66766469999857,0.8323646999924676,504.59994989998813,504.999817399992,505.10249239999393,505.10249239999393,h,1,1.9923105999914696,507.11637150000024,507.11637150000024,507.11637150000024,507.11637150000024,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_NB_2.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA2: TB3,TO: TR,0,68,68,223,NA,NA,NA,NA,NA,507.11637150000024,4.4530000013764e-4,507.8498219999892,507.9498373999959,0.8308742000081111,509.8831558999955,510.283157599988,510.3854857999977,510.3854857999977,b,1,2.254002399989986,512.6665003999951,512.6665003999951,512.6665003999951,512.6665003999951,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_NB_1.png,Adam KNOWS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,69,69,219,NA,NA,NA,NA,NA,512.6665003999951,0.00168950000079348,513.3998862000008,513.5000889999937,0.8295497000071919,515.4333622999984,515.8333182999922,515.9354422999895,515.9354422999895,b,1,1.8482228999928336,517.7999268999993,517.7999268999993,517.7999268999993,517.7999268999993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Square_2.png,Adam THINKS there are ZERO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA2: SC3,SB: SP,0,70,70,205,NA,NA,NA,NA,NA,517.7999268999993,0.00170829999842681,518.5333730999992,518.6333726999874,0.829482300003292,520.5667029999895,520.9666877999989,521.0687539999926,521.0687539999926,h,1,3.4503900999989128,524.5499799999961,524.5499799999961,524.5499799999961,524.5499799999961,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_B_1.png,"In REALITY, there are TWO cubes",h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SP: SG,0,71,71,34,NA,NA,NA,NA,NA,524.5499799999961,0.00171320000663399,525.2830373999896,525.3833255999925,0.829506100009894,527.3165312999918,527.7166839999991,527.8187574999902,527.8187574999902,b,1,1.4046956000092905,529.2498767999932,529.2498767999932,529.2498767999932,529.2498767999932,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_NB_5.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB2,SB: SP,0,72,72,16,NA,NA,NA,NA,NA,529.2498767999932,0.00171450000198092,529.9831911999936,530.0833442999865,0.8295910000015283,532.0166983999952,532.416664599994,532.518739799998,532.518739799998,b,1,1.3048544000048423,533.8498928999907,533.8498928999907,533.8498928999907,533.8498928999907,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Triangle_B_2.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA2: TB3,SB: TO,0,73,73,89,NA,NA,NA,NA,NA,533.8498928999907,0.00169580000510904,534.5831857999874,534.6832760999969,0.8295106000005035,536.616643699992,537.0166284999868,537.1185783999972,537.1185783999972,h,1,1.040470699997968,538.1830597999942,538.1830597999942,538.1830597999942,538.1830597999942,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_6.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB3,TO: TY,0,74,74,239,NA,NA,NA,NA,NA,538.1830597999942,0.00171530000807251,538.9165243999887,539.0164629999927,0.8296109000075376,540.9499898999929,541.3499501999904,541.4520281000005,541.4520281000005,b,1,2.6350222999899415,544.1164818999969,544.1164818999969,544.1164818999969,544.1164818999969,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_11.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB2,SB: SP,0,75,75,144,NA,NA,NA,NA,NA,544.1164818999969,0.00153389999468345,544.8498144999903,544.9499413999874,0.8297746000025654,546.883310899997,547.2831038999866,547.3852579999948,547.3852579999948,b,1,2.6295633999980055,550.0331136999885,550.0331136999885,550.0331136999885,550.0331136999885,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_1.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SP: SG,0,76,76,246,NA,NA,NA,NA,NA,550.0331136999885,9.3300000298768e-4,550.7664659000002,550.8665344999899,0.8303971999994246,552.7997778999998,553.1999318999879,553.3019682999875,553.3019682999875,b,1,2.256843099996331,555.5831296999968,555.5831296999968,555.5831296999968,555.5831296999968,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_2.png,Adam THINKS there is ONE cube,h,b,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,-,SB2,SB,0,77,77,129,NA,NA,NA,NA,NA,555.5831296999968,0.00152829999569803,556.3164421999973,556.4165409999987,0.8297369000065373,558.3498461999989,558.7499167999922,558.8519735999871,558.8519735999871,b,1,2.5391132999939146,561.4165202000004,561.4165202000004,561.4165202000004,561.4165202000004,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Triangle_B_10.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SB1: TA2,SP: TY,0,78,78,305,NA,NA,NA,NA,NA,561.4165202000004,0.00170710000384133,562.1496843999921,562.2498748999933,0.8296247000107542,564.1832294999913,564.5831841999898,564.685347599996,564.685347599996,h,1,2.7771719000011217,567.4830080999964,567.4830080999964,567.4830080999964,567.4830080999964,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_11.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA3: TB2,TO: TY,0,79,79,298,NA,NA,NA,NA,NA,567.4830080999964,4.8030000471044e-4,568.2164559999947,568.3165449999942,0.8312303000129759,570.2496905999869,570.6498814999941,570.7519654999924,570.7519654999924,h,1,1.2951215999928536,572.0665053999983,572.0665053999983,572.0665053999983,572.0665053999983,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Square_5.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SB2: SD3,SB: SG,0,80,80,208,NA,NA,NA,NA,NA,572.0665053999983,0.00171650000265799,572.7997708999901,572.8997445999994,0.8294942999928026,574.8330251000007,575.2331552999967,575.3353123999987,575.3353123999987,h,1,3.0482359000016004,578.4095214999979,NA,578.4095214999979,NA,space,81.34139839999261,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_NB_1.png,Adam THINKS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,81,81,111,NA,NA,NA,NA,NA,659.7828800999996,0.0018928999925265,660.516145799993,660.6162369999947,0.8314346999977715,662.5495780999918,662.949412099988,663.0517158999864,663.0517158999864,b,1,5.443031400005566,668.5159841999994,668.5159841999994,668.5159841999994,668.5159841999994,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_10.png,Adam KNOWS there are ZERO cubes,h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB1,TR: TO,0,82,82,243,NA,NA,NA,NA,NA,668.5159841999994,9.6459999622311e-4,669.2493673999998,669.3495486999891,0.8276496999897063,671.2827123999887,671.6828773999878,671.7850394999987,671.7850394999987,b,1,3.125317600002745,674.9327769999945,674.9327769999945,674.9327769999945,674.9327769999945,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_NB_1.png,"In REALITY, there is ONE cube",b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,83,83,54,NA,NA,NA,NA,NA,674.9327769999945,0.00120569999853614,675.6667812999949,675.7662045999896,0.8302705999958562,677.6995441999898,678.099432899995,678.201724899991,678.201724899991,h,1,3.2450351000006776,681.4661552999896,681.4661552999896,681.4661552999896,681.4661552999896,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Square_1.png,Adam THINKS there are ZERO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA1: SC2,SG: SB,0,84,84,204,NA,NA,NA,NA,NA,681.4661552999896,0.00179350000689737,682.1993881999952,682.2993809999898,0.8295743000053335,684.2328711999871,684.6328378999897,684.7350284999993,684.7350284999993,h,1,1.8002751000021815,686.5660464999964,686.5660464999964,686.5660464999964,686.5660464999964,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_5.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SB2: SD3,SB: SG,0,85,85,154,NA,NA,NA,NA,NA,686.5660464999964,0.00157629999739583,687.2994046999956,687.3993443999934,0.829867499996908,689.33285169999,689.7327813999873,689.8348882999999,689.8348882999999,b,1,5.995828600003733,695.8493565999961,695.8493565999961,695.8493565999961,695.8493565999961,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_Triangle_NB_2.png,Adam THINKS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA2: TB3,TO: TR,0,86,86,169,NA,NA,NA,NA,NA,695.8493565999961,0.00178360000427346,696.5826974999945,696.6826650000003,0.829320100005134,698.6161240999936,699.0161178999988,699.1181794999866,699.1181794999866,h,1,1.1925628000026336,700.3327831999923,700.3327831999923,700.3327831999923,700.3327831999923,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SB2,SG,0,87,87,59,NA,NA,NA,NA,NA,700.3327831999923,0.00184309999167453,701.066035699987,701.1661323000008,0.8295504999987315,703.0994419999915,703.4994570999988,703.6015443999931,703.6015443999931,h,1,1.4370409999974072,705.0660710999946,705.0660710999946,705.0660710999946,705.0660710999946,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_NB_3.png,Adam THINKS there are TWO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,88,88,173,NA,NA,NA,NA,NA,705.0660710999946,0.0018595000001369,705.7993056999985,705.8994364999962,0.829418599998462,707.8327234999888,708.2327243999898,708.3349052999984,708.3349052999984,h,1,1.2715611000021454,709.6326636999875,709.6326636999875,709.6326636999875,709.6326636999875,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/B_Square_2.png,Adam THINKS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoBelief,SC3,SG,0,89,89,201,NA,NA,NA,NA,NA,709.6326636999875,0.00115939999523106,710.3659506999975,710.4661013000004,0.8304063999967184,712.3993166,712.7993436999968,712.9013957999996,712.9013957999996,h,1,8.0253045999998,720.9493802999932,720.9493802999932,720.9493802999932,720.9493802999932,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_Triangle_B_1.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA1: TB2,TY: TO,0,90,90,80,NA,NA,NA,NA,NA,720.9493802999932,0.00187710000318475,721.6826173000009,721.7827351999877,0.8294844000047306,723.7160327999882,724.1160212999966,724.2180115999945,724.2180115999945,h,1,1.3002158000017516,725.549145099998,725.549145099998,725.549145099998,725.549145099998,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_NB_5.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA3: SB2,SB: SP,0,91,91,178,NA,NA,NA,NA,NA,725.549145099998,4.929999995511e-4,726.2825985999953,726.3827445999923,0.8314712999999756,728.3158731999865,728.7159664999926,728.8180947999936,728.8180947999936,h,1,1.3881507000041893,730.2325655999884,730.2325655999884,730.2325655999884,730.2325655999884,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_Triangle_2.png,"In REALITY, there are ZERO cubes",h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TB1: TC2,TO: TY,0,92,92,23,NA,NA,NA,NA,NA,730.2325655999884,0.00113489999785088,730.9659149999934,731.0659130999993,0.8306843999889679,732.999156299993,733.3994109999912,733.5014519999968,733.5014519999968,b,1,1.3530471999984002,734.8825684999902,734.8825684999902,734.8825684999902,734.8825684999902,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Triangle_B_3.png,"In REALITY, there are TWO cubes",b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SA3: TB1,SP: TY,0,93,93,90,NA,NA,NA,NA,NA,734.8825684999902,0.00175490000401623,735.61589429999,735.716024399997,0.8298251999949571,737.6492327999877,738.049397099996,738.1514520999917,738.1514520999917,h,1,1.5267377999989549,739.6991441999999,739.6991441999999,739.6991441999999,739.6991441999999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_Triangle_NB_3.png,Adam THINKS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,94,94,170,NA,NA,NA,NA,NA,739.6991441999999,6.3799999770708e-4,740.4325347999984,740.5326222999865,0.8311119999998482,742.4660298999952,742.8658234999893,742.9679780999868,742.9679780999868,h,1,1.1025841999944532,744.0992827999871,744.0992827999871,744.0992827999871,744.0992827999871,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_10.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SB,0,95,95,143,NA,NA,NA,NA,NA,744.0992827999871,0.00223399999958928,744.8324012999947,744.9326720999961,0.8294128000125056,746.865845399996,747.2658745999943,747.368132299991,747.368132299991,b,1,1.7024154999962775,749.0992458999972,749.0992458999972,749.0992458999972,749.0992458999972,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_1.png,"In REALITY, there is ONE cube",h,b,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,-,SA2,SG,0,96,96,20,NA,NA,NA,NA,NA,749.0992458999972,0.00220919999992474,749.8325288999913,749.9326141999918,0.8295823999942513,751.8659441999916,752.2659504999901,752.3679999999877,752.3679999999877,b,1,1.710475600004429,754.099051799989,754.099051799989,754.099051799989,754.099051799989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_1.png,"In REALITY, there are ZERO cubes",h,b,TB-Ig,1,0,1,1,0,1,0,0,0,0,B,-,TA2,TR,0,97,97,18,NA,NA,NA,NA,NA,754.099051799989,0.00186839999514631,754.8325063999946,754.9326235999906,0.8295781000051647,756.8659568999865,757.2659311999887,757.3680338999984,757.3680338999984,b,1,1.0468547999917064,758.4326039999869,758.4326039999869,758.4326039999869,758.4326039999869,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_Square_2.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,-,SC3: TB3,SP: TY,0,98,98,159,NA,NA,NA,NA,NA,758.4326039999869,0.00219810000271536,759.1824867999967,759.2826261999871,0.8459865000040736,761.2157863999892,761.6157287999958,761.7181563999911,761.7181563999911,b,1,8.288384499988751,770.0324567999924,770.0324567999924,770.0324567999924,770.0324567999924,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_NB_1.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB2,SP: SB,0,99,99,120,NA,NA,NA,NA,NA,770.0324567999924,0.00224479999451432,770.7657885999943,770.8659069999994,0.8294829999940703,772.7992020999955,773.1992386999918,773.3013371999987,773.3013371999987,b,1,1.8251141000073403,775.1491291999992,775.1491291999992,775.1491291999992,775.1491291999992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_Triangle_1.png,"In REALITY, there is ONE cube",b,h,TB-Ig,2,0,2,1,0,1,1,0,1,1,B,PropFalse,TA3: TD1,TY: TR,0,100,100,76,NA,NA,NA,NA,NA,775.1491291999992,0.0019590000010794,775.8824328999908,775.9825134999992,0.8295000000071013,777.9158848999941,778.3158089999924,778.4179088999954,778.4179088999954,h,1,2.2128080999973463,780.6494356999901,780.6494356999901,780.6494356999901,780.6494356999901,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
