Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,ExpEndText.stopped,ExpEndPressSPACE.stopped,ExpEndPressSPACE.keys,participant,session,date,expName,psychopyVersion,frameRate
RealityY,ExpTrialStim/Triangle_B_Square_4.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SD3: TB1,SB: TO,0,12,12,53,NA,NA,NA,NA,NA,90.40231929998843,4.2080000275745e-4,91.1358162999968,91.23591069999384,0.8313026999821886,93.16919960000088,93.56915070000105,93.67125829998986,93.67125829998986,h,1,0.9738637000264134,94.66906610000296,94.66906610000296,94.66906610000296,94.66906610000296,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Triangle_Triangle_B_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TR: TY,0,13,13,28,NA,NA,NA,NA,NA,94.66906610000296,6.7140001920051e-4,95.40246179999669,95.50258790000224,0.8310390000115149,97.43596949998756,97.83570169997984,97.93798160000006,97.93798160000006,h,1,0.700183199980529,98.66913419999764,98.66913419999764,98.66913419999764,98.66913419999764,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeN,ExpTrialStim/Square_B_Square_8.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SA1: SD2,SP: SG,0,14,14,319,NA,NA,NA,NA,NA,98.66913419999764,0.00169090001145377,99.4024417999899,99.50260999999593,0.8296372999902815,101.4358966999862,101.83573329998762,101.93797040000209,101.93797040000209,b,1,0.9482427000184545,102.9022898999974,102.9022898999974,102.9022898999974,102.9022898999974,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefY,ExpTrialStim/Square_NB_1.png,Adam THINKS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA1,SB,0,15,15,111,NA,NA,NA,NA,NA,102.9022898999974,0.00172920001205056,103.63576839998132,103.73588689998724,0.8294502999924589,105.66916079999646,106.06918089999816,106.17131979999247,106.17131979999247,h,1,0.7941358999814838,106.98578379998798,106.98578379998798,106.98578379998798,106.98578379998798,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/B_Square_4.png,"In REALITY, there is ONE cube",h,b,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,-,SD2,SB,0,16,16,41,NA,NA,NA,NA,NA,106.98578379998798,0.00169530001585371,107.7190860999981,107.81917740000064,0.8293964999902528,109.75251879999996,110.15237929997966,110.25449550000484,110.25449550000484,h,1,0.6949728999752551,110.96915099999752,110.96915099999752,110.96915099999752,110.96915099999752,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Square_Triangle_B_9.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA3: TB2,SG: TR,0,17,17,266,NA,NA,NA,NA,NA,110.96915099999752,0.00170530000468716,111.70222859998466,111.80255110000144,0.829515999997966,113.73585510000704,114.13583489999291,114.23796440000297,114.23796440000297,h,1,1.2394720000156667,115.5024684999953,115.5024684999953,115.5024684999953,115.5024684999953,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Square_B_Triangle_2.png,"In REALITY, there is ONE cube",h,b,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,-,SD3: TD2,SP: TY,0,18,18,25,NA,NA,NA,NA,NA,115.5024684999953,0.00169770000502467,116.23569129998214,116.33579419998568,0.8295665000041481,118.26901719998568,118.6689911999856,118.77118419998442,118.77118419998442,h,1,1.346113300009165,120.13560139999026,120.13560139999026,120.13560139999026,120.13560139999026,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefN,ExpTrialStim/Square_NB_2.png,Adam THINKS there are TWO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SA3,SP,0,19,19,166,NA,NA,NA,NA,NA,120.13560139999026,3.9830000605434e-4,120.86904069999582,120.96915150000132,0.8308179999876302,122.90248279998195,123.30230449998636,123.40465509999194,123.40465509999194,b,1,1.056715200014878,124.485815299995,124.485815299995,124.485815299995,124.485815299995,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeN,ExpTrialStim/Triangle_B_Triangle_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,PropTrueNoKnowledge,TB1: TC2,TO: TY,0,20,20,293,NA,NA,NA,NA,NA,124.485815299995,0.00170299998717382,125.21901000000072,125.31912040000316,0.8294847999932244,127.25232739999774,127.65238349998252,127.75446490000468,127.75446490000468,h,0,1.6904663999739569,129.46873309998773,129.46873309998773,129.46873309998773,129.46873309998773,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Triangle_Triangle_B_4.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB1,TY: TR,0,21,21,29,NA,NA,NA,NA,NA,129.46873309998773,4.1760000749491e-4,130.20202599998447,130.30209990000003,0.8311981000006199,132.23570180000388,132.63554580000346,132.73764999999548,132.73764999999548,h,1,0.8432224999996834,133.60247389998403,133.60247389998403,133.60247389998403,133.60247389998403,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityN,ExpTrialStim/Square_B_Square_7.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA3: SC2,SG: SP,0,22,22,102,NA,NA,NA,NA,NA,133.60247389998403,3.9530001231469e-4,134.33562279999023,134.4357292999921,0.8313519000075758,136.36897859998862,136.76894639999955,136.87117259998922,136.87117259998922,b,1,1.2380340000090655,138.13564339998993,138.13564339998993,138.13564339998993,138.13564339998993,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Triangle_B_Triangle_1.png,"In REALITY, there are ZERO cubes",h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TA3: TD1,TY: TR,0,23,23,22,NA,NA,NA,NA,NA,138.13564339998993,0.00153270000009797,138.86891920000198,138.96910279997974,0.8299353999900632,140.90240190000625,141.30225179999252,141.4045502000081,141.4045502000081,h,1,0.8336820999975316,142.26898779999465,142.26898779999465,142.26898779999465,142.26898779999465,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeN,ExpTrialStim/B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD2,SB,0,24,24,311,NA,NA,NA,NA,NA,142.26898779999465,0.00171250000130385,143.00223209999967,143.10227979999036,0.8295251000090502,145.03572680000798,145.43571389999124,145.53795060000266,145.53795060000266,b,1,0.8188610000070184,146.3854532999976,146.3854532999976,146.3854532999976,146.3854532999976,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityN,ExpTrialStim/Square_Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,25,25,65,NA,NA,NA,NA,NA,146.3854532999976,4.3050001841038e-4,147.11898659999133,147.21909840000444,0.8312545999942813,149.15237809999962,149.55224560000352,149.6544955999998,149.6544955999998,b,1,0.9028516999969723,150.58540599999833,150.58540599999833,150.58540599999833,150.58540599999833,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Square_Triangle_B_6.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SB3: TA2,SB: TO,0,26,26,263,NA,NA,NA,NA,NA,150.58540599999833,3.9860000833868e-4,151.31894319999265,151.41899790000753,0.8312472000252455,153.35224949999247,153.75233479999588,153.8544058999978,153.8544058999978,h,1,0.606885199988028,154.48585840000305,154.48585840000305,154.48585840000305,154.48585840000305,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefY,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB2,SP: SB,0,27,27,138,NA,NA,NA,NA,NA,154.48585840000305,0.00166330000502057,155.21886829999858,155.31900689998292,0.8296703000087291,157.25213660000009,157.65238559999852,157.75440149998758,157.75440149998758,h,1,0.9548587999888696,158.73543390000123,158.73543390000123,158.73543390000123,158.73543390000123,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Triangle_Triangle_B_8.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TY:TO,0,28,28,33,NA,NA,NA,NA,NA,158.73543390000123,0.00166680000256747,159.46888450000552,159.56895879999502,0.8294550999999046,161.50235189998057,161.9023434999981,162.0044200999837,162.0044200999837,h,1,0.6002172000007704,162.6354236000043,162.6354236000043,162.6354236000043,162.6354236000043,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefY,ExpTrialStim/Square_B_Square_2.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA2: SC3,SB: SP,0,29,29,151,NA,NA,NA,NA,NA,162.6354236000043,5.214000120759e-4,163.36885579998489,163.46899850000045,0.8311985000036657,165.4023279999965,165.8022767000075,165.90441529999953,165.90441529999953,h,1,1.3247366000141485,167.25218929999392,167.25218929999392,167.25218929999392,167.25218929999392,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeN,ExpTrialStim/Square_NB_3.png,Adam KNOWS there are TWO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,2,NB,PropFalse,SB2,SG,0,30,30,275,NA,NA,NA,NA,NA,167.25218929999392,0.00146549998316913,167.98551529998076,168.08562539998093,0.8299522000015713,170.01894439998432,170.41894479998157,170.52110719998018,170.52110719998018,b,1,0.8044214000110514,171.3520478999999,171.3520478999999,171.3520478999999,171.3520478999999,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityN,ExpTrialStim/Square_B_Square_6.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SB3: SC1,SP: SG,0,31,31,101,NA,NA,NA,NA,NA,171.3520478999999,4.0029999217949e-4,172.08544339999207,172.1856082000013,0.8312431999947876,174.11899889999768,174.518748100003,174.62097719998565,174.62097719998565,b,1,0.968169699975988,175.61891980000655,175.61891980000655,175.61891980000655,175.61891980000655,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityN,ExpTrialStim/Triangle_Triangle_B_1.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA1: TB2,TY: TO,0,32,32,80,NA,NA,NA,NA,NA,175.61891980000655,0.00166410001111216,176.35215699998662,176.45214639999904,0.829202000022633,178.3855779999867,178.78560219999054,178.88766919999034,178.88766919999034,b,1,0.845302499976242,179.7521107000066,179.7521107000066,179.7521107000066,179.7521107000066,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_10.png,Adam KNOWS there are ZERO cubes,h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB1,TR: TO,0,33,33,243,NA,NA,NA,NA,NA,179.7521107000066,0.00147680001100525,180.4854309000075,180.58560019999277,0.8299230000120588,182.51893689998545,182.91894509998383,183.021007000003,183.021007000003,h,1,0.6396620000014082,183.6853190999827,183.6853190999827,183.6853190999827,183.6853190999827,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Square_Triangle_NB_2.png,Adam KNOWS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,34,34,226,NA,NA,NA,NA,NA,183.6853190999827,4.7239998821169e-4,184.41875650000293,184.51890480000293,0.8312854999967385,186.45198459998937,186.8522343999939,186.95428239999455,186.95428239999455,h,1,1.194870599982096,188.1688446000044,188.1688446000044,188.1688446000044,188.1688446000044,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefY,ExpTrialStim/Triangle_NB_3.png,Adam THINKS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,35,35,110,NA,NA,NA,NA,NA,188.1688446000044,0.00190580001799389,188.90209089999553,189.00211669999408,0.829295200004708,190.93551949999528,191.33552979998055,191.4376201999839,191.4376201999839,h,1,0.8320308999973349,192.28554240000085,192.28554240000085,192.28554240000085,192.28554240000085,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Square_Triangle_NB_1.png,Adam KNOWS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SA2: TB1,SG: TR,0,36,36,225,NA,NA,NA,NA,NA,192.28554240000085,0.00165680001373402,193.01876549998997,193.1188428000023,0.8294620999949984,195.05216940000537,195.45218699998804,195.5543472999998,195.5543472999998,h,1,1.203114000003552,196.78527279998525,196.78527279998525,196.78527279998525,196.78527279998525,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
BeliefN,ExpTrialStim/Square_NB_1.png,Adam THINKS there are ZERO cubes,b,h,TB-K,1,1,0,1,1,0,0,0,0,0,NB,PropFalse,SA1,SB,0,37,37,165,NA,NA,NA,NA,NA,196.78527279998525,0.00164829997811466,197.51871509998455,197.61876690000645,0.8294235999928787,199.5521780999843,199.9520814999996,200.0542404000007,200.0542404000007,b,1,1.031241200020304,201.10206459998153,201.10206459998153,201.10206459998153,201.10206459998153,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Square_B_Square_2.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA2: SC3,SB: SP,0,38,38,43,NA,NA,NA,NA,NA,201.10206459998153,0.0011246999783907,201.8353749999951,201.9354611999879,0.8299124999903142,203.86875860000143,204.26881499998856,204.37091009999855,204.37091009999855,h,1,1.090132299985271,205.48544659998151,205.48544659998151,205.48544659998151,205.48544659998151,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
KnowledgeY,ExpTrialStim/Square_Square_B_10.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB1,SG: SB,0,39,39,255,NA,NA,NA,NA,NA,205.48544659998151,0.0017084999999497,206.218684499996,206.3186208999832,0.8295424999960233,208.25215329998173,208.6518541999976,208.75421329998065,208.75421329998065,h,1,0.7712811999954283,209.55192719999468,209.55192719999468,209.55192719999468,209.55192719999468,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
RealityY,ExpTrialStim/Triangle_Triangle_NB_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA3: TB1,TR: TY,0,40,40,8,NA,NA,NA,NA,NA,209.55192719999468,0.00167599998530931,210.28530419999151,210.38544819998788,0.8295364999794401,212.31866289998288,212.7188221999968,212.8209205000021,212.8209205000021,h,1,1.1761085000180174,214.01877179997973,214.01877179997973,214.01877179997973,214.01877179997973,NA,NA,NA,NA,NA,NA,NA,009,001,2024-02-07_17h10.24.811,PsychoPy Exp,2023.1.2,59.99484044284826
